channel_name,channel_id,video_url,video_title,views,likes,comments
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=XJ-ZX-wr81k,Major Reversal Signal In NIFTY | Tuesday Technical Talk | Vishal B Malkan,43703,2914,113
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=piyNs_L_7Qg,How Banks Make Money From YOUR Savings! I Ep#2 I Yuva Gurukool I Vishal B Malkan,4386,295,14
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=RYxj21bQvHI,This Changed Her Life at 15 I Yuva Gurukool I Vishal B Malkan,3193,149,2
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=ceq24h0ihk8,Golden Ratio ???? ???? ??? | Tuesday Technical Talk I Vishal B Malkan,32854,2233,108
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=lTtCSRaZkW0,"If You�re a Teenager, STOP Doing This With Money I Ep#1 I Yuva Gurukool I Vishal B Malkan",4519,295,20
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=FUS8KKRC2hs,15 ??? ?? ???? ???? ??? Author? I Yuva Gurukool I VIshal B Malkan,5338,337,7
Malkansview,UCKxWWqBQZYKTA01GkyQdMHA,https://www.youtube.com/watch?v=g0vK0Gfnwyw,Understand Volume Patterns and Learn to Spot High-Potential Stocks I Tuesday Technical Talk I Vishal,37969,2465,146
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=V4fYRC5sZYE,Best Indicator for Intraday Trading in Trading View!,68716,4474,241
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=kakFchv-ylo,This Strategy will make you Profitable! ??,103115,6953,405
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=5glwOHR6nEA,5 Steps for Perfect Trading Entry !??,79638,6801,363
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=7LVH5e6XDiE,Top 5 Technical Mistakes Traders make in Trading!,78599,5615,290
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=ZenGgWgvINQ,Why Most Traders FAIL - Avoid These Mistakes!,73279,6104,330
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=jpdXGnhLfOc,Why Most Traders Lose on Expiry Day! ??,25961,1864,227
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=-nJR2VqE7wg,Psychological Mistakes in Trading!??,88504,8681,470
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=DI3ydbq9b6M,Secret Trap Trading Strategy REVEALED!,103257,6597,1523
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=61LsfgoRJFk,Options OI is a TRAP!,31050,2283,206
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=6cdUpi_MWiQ,Why SCALPING will Destroy your Trading Career!,110824,11055,516
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=kz6psLYLrb0,How to Shift from Indian Market to Forex Market?,92965,4693,403
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=Y8EkK0HTJMk,BEST JOB OPPORTUNITY FOR TRADERS!,172019,10795,1111
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=1O0inL_IjUU,BEST ADVICE FOR NEW TRADERS!,113835,7088,465
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=VeRFSaOj6S4,How to use Price Action in Stock Market?,80570,3737,219
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=HxBwAconvqA,How to TRADE GOLD LIKE A PRO?,195035,9804,419
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=gOolJpAT1ew,BEST TRADING JOURNAL! ??,164387,10115,672
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=Job5BLRLCPs,How to Deposit and Withdraw USDT on Exness?,337631,13659,462
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=jvzd7UPlb5Y,Best Intraday Trading Strategy!?? || Sniper Headshot Entry,523779,36846,2449
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=LnVRWQqfIZs,What is Liquidity in Trading? || Liquidity Sweep�Explained,542726,32384,2755
Booming Bulls,UC2sIhf108S02F0Qlb2a88eQ,https://www.youtube.com/watch?v=tT5zA0o0Zzs,What is FAIR VALUE GAP & Inverse FVG ?,344150,23471,2328
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=SXRvsDsUQEU,What is Hedging in Trading   Simple and Safe Trading,2509,262,154
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=1qL8rkPkMmE,Market Gurukul 2.0  ?????????,5886,786,434
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=4oTTtGLKWR8,Happy New Year 2024 ?? God bless you all ??,8059,634,392
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=C--WqV0_4Yk,"March 24, 2022",35404,844,174
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=s1gxQZj9NQg,Open Interest & PCR to Understand the Markets - Live Examples,30608,876,156
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=_-Qs4OT6vdI,Profiting with OI and PCR data,21152,618,98
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=j5Yy8Qe3_ts,Options Trading Part 2,30099,904,61
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=Ma5QMJmCBwY,Options Trading Part One - Basics & Intro,57516,2457,149
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=IXrS8ooJZFk,Options Trading Special Session,22537,1934,737
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=nBiIBRexV90,Lockdown Special Training Program by StoxKart,70574,3641,906
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=HERb97BaaR8,"Hi Friends, Lets do something Great ????",39492,2995,1294
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=waPaDKVZQ_M,How to Pick Easy & Best Stocks for Intraday Trading,119955,3667,725
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=5_dtnPEQivw,7 Greatest Intraday Trading Mistakes,273060,9671,1123
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=OQb9dt7UHKc,What is Open Interest   Simple & Easy,144754,3821,326
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=wzVRJcP1xxk,What is the Right Time to Trade - Intraday Trading,119717,3146,361
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=99sXPRg8boY,Free Live Charts for Indian Stocks on Android App,37999,1124,375
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=TCW64CscAtM,Back with A Bang Tomorrow... Thank 'YOU' All for your Love and Support.,13400,1019,400
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=_d94SlxZzH4,Multi Time Frame Analysis for Higher Profits - MACD Hindi,141524,3068,379
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=zUQSxpjVikQ,Doubled his Account in just 2 Months with Simple Trading - Success Story,82360,1865,253
MarketGurukul,UC6ZkHcW5QQubZ-Q6XYINE3Q,https://www.youtube.com/watch?v=0TFO4cGAkPo,How Bhaskar doubled his Account in 6 months!!! While on a Job,63458,1231,209
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=TEH5fxShkFE,How Two College Students made 100+ Cr Company | Sahil Khanna,3148,148,36
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=f5xIawcfJ1k,"Still Chasing Task Updates, Eliminate Coordination and Follow Ups | Sahil Khanna",5666,237,38
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=eZBixZQVVKE,"Real Business Ideas for 2025 - Low Investment, High Profit | Sahil Khanna",57034,2833,134
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=zO3uJlDt37U,Amul ?? ?? Business Strategy ?? MBA ??? ???? ????? ????! Case Study | Sahil Khanna,10968,451,30
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=eIJAki0o5ik,SEO DEAD? He Makes ?1 Lakh/Month from News Blog! ft. @SatishKVideos,68621,2153,150
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=FcmiWS7Rs-8,Business Staff ?? ???? ????! Sales System Banao! | Sales Ka Scientific Formula (7S Framework),0,359,30
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=63rxekmFrvs,Startups ?? Scam Machines ?? ?? ???? Dark Reality of Indian Unicorns | Startup Bubble | Case Study,36889,1076,99
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=bdRmBpb6ifQ,Physics Wallah ?? Downfall ???? ?? ???? ??? Case Study | Sahil Khanna,534388,8140,1582
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=oxvVByv4rD0,Why Employees Quit and How to Stop It! | Sahil Khanna,0,206,24
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=rG-IvznYTYs,7000 Cr ?? ????? ?? 1400 Cr ??? ????? ????? ????? | Ecom Express Case Study,87803,1402,103
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=tFnZRfM3Ysw,OneAssist Claim Scam Exposed!,34022,1945,346
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=HRCB7mpj_QE,"Nykaa ???? ??, Naukri ?? ???? ???! Good Glamm ?? ????? | Beauty Unicorn Collapsed | Case Study",12090,461,43
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=YWF1rXKyJgQ,"Startup Fail Nahi Hote, Galat Log Fail Karwate Hain! | System Se Team Banao | Sahil Khanna",0,367,29
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=XWzVoCehLNQ,Secret Business Model Of Meesho | Case Study | Sahil Khanna,25473,941,61
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=wGWtB9SjQBU,Why Most Founders Become Their Own Employees | Sahil Khanna,0,437,33
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=UfoV6MaIzCQ,How Mukesh Ambani is Planning to DESTROY Coca-Cola with Campa Cola | Case Study | Sahil Khanna,17603,640,88
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=D5PTUZUXtQU,"Delegation sikho, warna growth ruk jaayegi! Sahil Khanna",0,438,38
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=0qKGGmv3t4s,How to Turn Any Idea into a Real Product Using Design Thinking| Problem Solving Masterclass,6614,313,14
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=KcVEsUfxjeM,Business Grow Karna Hai? Pehle Yeh 5 Cheezein Set Karo,0,1023,52
Sahil Khanna,UC_s0g4QdprLkyyN2MDpef7Q,https://www.youtube.com/watch?v=OqVbvK85fwo,Struggling in Life? Find Your True Life Purpose | Proven Method,11019,574,34
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=HEk30YA5O2w,"????? ???? ?? CFP ?? ????, How to become a Certified Financial Planner? | B WEALTHY",12312,477,71
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=0IgRb63hWXY,5 Steps to Save your Bank FD Investment from a Crash | Fixed Deposit fraud | B Wealthy,33632,899,101
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=DSD_6V0P26Q,30 ??? ?? home loan prepayment ???? ?? mutual fund ??? SWP ???? 30 ???? EMI ???? ?,7035,253,22
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=89rM6CPSBe0,"????? ??? ??? ??? ?????? ???????????, ???? ????? ??? ??? |  DSP MF Anil Ghelani | Swati B wealthy",4164,188,14
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=R8rauZ5acZI,???? ???? ?????? ?? ??? ?????: Expert Advice on how to do invest | B Wealthy,14410,408,31
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=CSaVR0Zbwmg,Financial Independence ???? ???? | How to stop Financial Bullying/ Financial Abuse?,6925,292,50
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=3uH9oXZOTWs,???? ?? ???? ??? ?????? ???? ????? ?? ??? ?? ???????? ???| Groww Silver ETF NFO 2 -16 May 2025,7348,241,27
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=LG3EjcL4xgE,"Retirement planning to get rupees 1.5 lakh monthly | B Wealthy , Financial plan",20844,452,34
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=b8C6MDmh7QA,Top 5 Mutual Funds for  investment in 2025 | B Wealthy,32695,1054,110
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=TsB4hLXakHU,April to July Financial Plan 2025 | Step-by-Step Guide for Indians | Bwealthy,10625,447,54
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=ipMKiMf7pzM,"Beti Ki Padhai, Apni Retirement � Paise Kaise Badhain? Ft Rushabh Desai| B wealthy",12412,293,22
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=XeBalUcrS9E,Unclaimed Money in Mutual Funds & Banks: DigiLocker Nominee Access Explained| Swati Kumari,4351,273,29
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=TTKw-qZDbqU,Retirement Planning: How to withdraw Monthly income from retirement corpus,48185,1066,109
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=uUgdhvK2It4,Complete Retirment Planning: Insights from Successful Retirees for a Fulfilling Retirement,50013,983,118
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=Pulk4p2FfJU,Retire at 40: the guide to early financial freedom \ How to invest and where to invest,28314,567,81
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=KkQgaDy_D8A,Moderate risk retirement planning for 55 year old: BAF Vs Agrressive Hybrid Vs Multi Asset fund,18017,729,69
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=ooeuRobTUmw,Retirement Planning for a 40-Year-Old Aggressive Investor | Do's & Don'ts of DIY Portfolio,51343,902,94
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=zNakfgUNPIs,Mutual Fund loss - How to invest when faced with loss or fraud? | Mutual Fund strategy,14438,613,71
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=1TZmRxc24Ao,Leave Equity Mutual Funds if you don't understand this about market | B Wealthy Mutual fund,73172,2161,314
B Wealthy,UCthN3CTgZY0WIE9A5u1Qcew,https://www.youtube.com/watch?v=-UInqX1AP3E,Indian Equity Market Crash: Is Now the Right Time to Invest in Mutual Fund NFOs?,17330,481,112
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=2iWNnjd1UII,Chapter 1:  Introduction,0,1,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=1gbv3J0EFd0,Chapter 2 (1):  Basic Concepts,0,3,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=GzgoEB7_P8k,Chapter 2 (2): Why Technical Analysis Fail?,0,3,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=RcgTj-hTA_Q,Chapter 2 (3): Stage 1 of Stock,0,4,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=pmnFl4uLNgY,Chapter 2 (4): Stage 2 of Stock,0,4,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=bfBwtKB0HHY,Chapter 2 (5): Stage 3 of Stock,0,1,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=KbGeMruIyEs,Chapter 2 (6) - Stage 4 of Stock,0,4,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=8lvRC4ilFFQ,Chapter 3: Stock Selection Criterion,0,2,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=WN4DxGPhvZY,Chapter 4: Create a Master List,0,2,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=6iG0Rh6I8O4,Chapter 5: Smart Money Activity,0,2,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=gtAQtPlYAgc,Chapter 6: Accumulation and Distribution,0,3,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=lxyLM7hTDM8,Chapter 7: Identify Speculative Activity,0,2,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=3qOyU9VKj7w,Chapter 8: Entry Exit and Stop Loss,0,1,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=VAXn215UBX4,Chapter 9: Important Points,0,2,0
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=dBn6ihID1pc,7 Reasons for LOSS in Rangebound Market,12371,492,54
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=mQdfFeo3puc,Call and Put Premium Discrepancy,9919,382,39
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=QHp9dYKvZe8,Forward and Backtesting of Trading Strategies,5818,288,28
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=pZzHw8P1QIU,Long Squeeze Explained,4350,260,12
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=nFPKrY-VF3w,SEBI Recommendations,5670,302,20
Nitin Bhatia,UCqvVj1LkOpA8tjb7RadTvOg,https://www.youtube.com/watch?v=_7bYZww0C8U,Gold Beats Nifty,3650,240,20
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=QEuKcY5kBoc,Channel Trading Setup In Nifty,110764,7575,681
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=tnpcS8WvgRs,Bull Ho Gaya Blast !! Nifty 15 Min Chart Analysis,69649,6563,673
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=4PAcHN-gi08,Nifty 15 Min Chart Analysis For Friday !! Nifty  Key Point For Tomorrow,59659,6035,358
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=K8SvVIhYfOQ,Nifty Key Point For Expiry Move !! Nifty Expiry Setup,50888,5510,384
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=pn9HblxoT0k,Nifty Key Point For Next Move,55096,5912,394
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=muC6YE33gw4,Nifty ka kohram !! Nifty breakdown,57400,5709,311
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=KMCHjRGvgAI,Sensex Monthly Expiry Analysis !! Expiry Move,29379,3176,208
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=TNwSUY3cQc4,?????? ?? ??? ?????? !! Nifty Chart Analysis For Monday,81288,6873,698
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=HM-KDIaNCHY,Nifty Friday Chart Analysis !! Nifty 15 Min Chart Analysis Opening Setup,54393,5639,459
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=WkIwQgQk6LU,Nifty Sharp Move Expiry Analysis,66615,6462,472
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=Z1jg3XkH6SM,Nifty Close Above 5 Day High !! Nifty Next Move Analysis,49931,5345,314
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=xc-K1us631Q,Sensex Weekly Expiry !! Key Point Of Expiry,31743,4995,776
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=yylhee_bjbk,Nifty Monday Movement !! Nifty 15 Min Chart Analysis Opening Setup,51879,5509,334
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=mhPy6WyEr3Q,Analysis of The Entire Week In One Video !! Ghanshyamtech,54857,5921,398
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=J24te3ZPJw0,Nifty Chart Setup For Friday,63838,6702,492
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=2MGUsjJ6DtA,Nifty Expiry Analysis !! Nifty NEXT Move on Chart,62865,6685,389
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=JodbXVafoC4,Nifty 15 Min Chart Analysis Opening Setup !! Inside Candle in Nifty,54524,5790,303
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=3U4L_5z-zy4,Nifty Chart Analysis & Key Point !! ?? ?? ?????? ???? ??? ??? ??,63169,6293,582
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=PlaammS6Eg8,Nifty  Close Near Critical Zone !! ?????? ????? ????? ???? ???? ??? ??,61085,6489,325
Ghanshyam Tech,UCw4496t84F_8HvhQPwtmWpQ,https://www.youtube.com/watch?v=5bnBH8LuBGU,Nifty Chart Analysis And Next Move Psychology !! Chart Pattern Analysis,65595,6846,524
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=CJsTnWww7aE,US Student Visa: Common Questions & How to Build Approval Winning Answers,186,5,9
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=NR-MG918khU,? How to Fill DS-160 Form | Complete Step-by-Step Guide for U.S. Visa Application 2025-With Timeline,683,5,8
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=CusguEeHobA,"U.S Student Visa Guide: College Offers, Visa Slots & Scholarships Explained!",173,14,3
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=aP-bsLU7dg0,Introduction to the Webinar on - Ace Your US Visa Interview!,34,0,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=dfYoyT3m2FU,Introduction to the Webinar on Mastering the Art of S.O.P Writing,37,0,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=rt-PCxuvRTQ,Introduction to the Webinar on the U.S.Visa Process on 06-Oct @ 10:00 AM,7723,31,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=YpeAlX1m7bg,Introduction to the Webinar on Education in the United Kingdom,43,0,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=UrhhdGFEHus,Introduction to the Weekly Insights scheduled o 22-Sep-2024,52,0,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=CfTAqWqGtHc,Australian Visa APPROVED... Literally Instantly?!,836,4,1
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=txt2ORNfY2k,Is Wales the Right Fit for your IT Career.mp4,46,1,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=sfR1Ghpc_MQ,Why are you Defensive in your Study Abroad Plans? Don't Compromise!,141,2,3
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=rbfnZIpPcKI,90% of Jobs Filled Through Networking! Master Public Speaking to Build Your Network (& Your Career),56,2,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=Ljo54IC-nL8,US Visa Slots OPENED!!.mp4,118,3,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=h0Pr2JYpqWc,GRE - Verbal Reasoning - Text Completion & Sentence Equivalence (SC 03),63,0,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=lm3FMTlc-yQ,Spring 2024 admissions,414,6,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=90337nTBx4Q,US F1 Visa - Very Important Development,1070,24,7
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=0K0bsWPOhf4,Fall 2023 Admission Season Started. Why should you hurry?,434,18,0
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=ecYgFXTvv2c,US Visa Slots to Open Shortly! Must Watch,4315,73,5
Conduira's International Admissions Consultancy,UCJLuHmLtOWbB5zurCbmuPDg,https://www.youtube.com/watch?v=gTc9y-QNctY,Fall 2023 Admissions - Challenges on Account of Recession,443,17,2
